diffNuisances run on fitDiagnosticsM400.root, at 2021-01-20 17:30:09.866872 with the following options ... {'absolute_values': False, 'show_all_parameters': False, 'format': 'text', 'stol2': 0.5, 'pullDef': '', 'vtol': 0.3, 'stol': 0.1, 'plotfile': '1', 'vtol2': 2.0, 'poi': 'r'}

name                                              b-only fit            s+b fit         rho
prop_bin__BoostedGGF_SB_UNTAGGED_M1500_C0.01_2016_bin9_Wjets      ! +0.00, 0.47!        -0.00, 0.73       -0.03
prop_bin__BoostedGGF_SB_UNTAGGED_M1500_C0.01_2016_bin9_ggWW         +0.00, 0.68        -0.00, 0.99       -0.00
prop_bin__BoostedGGF_SR_MEKDTAG_M1500_C0.01_2016_bin0      ! +0.00, 0.42!        +0.00, 0.94       -0.01
prop_bin__BoostedGGF_SR_UNTAGGED_M1500_C0.01_2016_bin0      ! +0.00, 0.41!        -0.00, 0.97       -0.02
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin22_TT         +0.00, 0.65        +0.00, 0.95       +0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin23_TT         +0.00, 0.65        +0.00, 0.96       -0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin24_TT         +0.00, 0.66        +0.00, 0.96       +0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin25         +0.00, 0.66        -0.00, 0.97       -0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin26         +0.00, 0.65        -0.00, 0.96       -0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin27         +0.00, 0.66        -0.00, 0.97       -0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin28_TT         +0.00, 0.67        -0.00, 0.99       -0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin28_ggWW         +0.00, 0.68        -0.00, 0.99       -0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin28_qqWWqq         +0.00, 0.68        -0.00, 0.99       -0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin28_tW         +0.00, 0.52        -0.00, 0.77       -0.01
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin29         +0.00, 0.65        -0.00, 0.96       -0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin30_TT         +0.00, 0.67        +0.00, 0.99       +0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin30_tW         +0.00, 0.52        +0.00, 0.77       +0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin31_TT         +0.00, 0.66        -0.00, 0.98       -0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin31_qqWWqq         +0.00, 0.68        +0.00, 0.99       -0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin31_tW         +0.00, 0.55        -0.00, 0.82       -0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin32         +0.00, 0.65        +0.00, 0.96       +0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin33_TT         +0.00, 0.66        +0.00, 0.98       +0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin33_tW         +0.00, 0.59        +0.00, 0.87       +0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin34_TT         +0.00, 0.66        -0.00, 0.98       -0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin34_Wjets      ! +0.00, 0.45!        -0.00, 0.71       -0.01
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin34_ggWW         +0.00, 0.68        -0.00, 0.99       -0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin34_tW         +0.00, 0.63        -0.00, 0.96       -0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin35_TT         +0.00, 0.67        +0.00, 0.98       +0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin35_qqWWqq         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin35_tW         +0.00, 0.59        +0.00, 0.85       +0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin36_TT         +0.00, 0.66        -0.00, 0.98       +0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin36_Wjets         +0.00, 0.55        -0.00, 0.82       +0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin36_ggWW         +0.00, 0.68        -0.00, 0.99       +0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin36_qqWWqq         +0.00, 0.68        -0.00, 0.99       +0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin37         +0.00, 0.65        +0.00, 0.97       +0.01
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin38         +0.00, 0.65        +0.00, 0.96       +0.00
prop_bin__BoostedGGF_TOP_MEKDTAG_M1500_C0.01_2016_bin39         +0.00, 0.53        -0.00, 0.90       -0.01
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin0      ! +0.00, 0.49!        -0.00, 0.75       -0.01
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin1         +0.00, 0.55        -0.00, 0.82       -0.02
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin10         +0.00, 0.55        -0.00, 0.82       +0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin11         +0.00, 0.59        -0.00, 0.87       -0.02
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin12         +0.00, 0.58        +0.00, 0.86       +0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin13         +0.00, 0.57        +0.00, 0.85       -0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin14         +0.00, 0.56        +0.00, 0.84       -0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin15         +0.00, 0.57        +0.00, 0.86       +0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin16         +0.00, 0.57        +0.00, 0.85       -0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin17         +0.00, 0.59        +0.00, 0.88       -0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin18         +0.00, 0.58        -0.00, 0.86       -0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin19         +0.00, 0.57        +0.00, 0.86       +0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin2         +0.00, 0.54        -0.00, 0.81       -0.01
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin20         +0.00, 0.59        +0.00, 0.87       -0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin21         +0.00, 0.59        +0.00, 0.87       +0.01
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin22         +0.00, 0.57        +0.00, 0.84       +0.01
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin23         +0.00, 0.55        -0.00, 0.82       -0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin24         +0.00, 0.57        +0.00, 0.84       +0.01
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin25         +0.00, 0.57        +0.00, 0.85       +0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin26         +0.00, 0.57        +0.00, 0.84       +0.01
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin27         +0.00, 0.56        +0.00, 0.83       +0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin28         +0.00, 0.55        +0.00, 0.81       +0.01
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin29         +0.00, 0.55        -0.00, 0.83       -0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin3         +0.00, 0.52        -0.00, 0.80       -0.01
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin30         +0.00, 0.54        -0.00, 0.80       +0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin31      ! +0.00, 0.37!        +0.00, 0.57       +0.02
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin32         +0.00, 0.57        -0.00, 0.86       -0.01
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin33         +0.00, 0.56        +0.00, 0.82       +0.02
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin34         +0.00, 0.59        -0.00, 0.86       +0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin35         +0.00, 0.52        -0.00, 0.76       +0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin36         +0.00, 0.53        -0.00, 0.79       -0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin37         +0.00, 0.54        +0.00, 0.79       +0.01
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin38         +0.00, 0.57        +0.00, 0.85       +0.01
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin39         +0.00, 0.50        +0.00, 0.77       +0.01
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin4         +0.00, 0.54        -0.00, 0.81       -0.03
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin5         +0.00, 0.54        -0.00, 0.82       -0.01
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin6      ! +0.00, 0.49!        -0.00, 0.74       +0.00
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin7         +0.00, 0.53        -0.00, 0.79       -0.02
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin8         +0.00, 0.55        -0.00, 0.81       -0.01
prop_bin__BoostedGGF_TOP_UNTAGGED_M1500_C0.01_2016_bin9         +0.00, 0.53        -0.00, 0.78       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin0_TT         +0.00, 0.66        +0.00, 0.96       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin10_TT         +0.00, 0.65        -0.00, 0.96       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin11_TT         +0.00, 0.66        +0.00, 0.96       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin11_ggWW         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin12_TT         +0.00, 0.65        -0.00, 0.96       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin12_Wjets         +0.00, 0.65        -0.00, 0.96       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin13_TT         +0.00, 0.66        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin13_Wjets      ! +0.00, 0.19!     ! +0.00, 0.29!       +0.02
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin14_TT         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin14_qqWWqq         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin15_TT         +0.00, 0.65        -0.00, 0.95       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin16_TT         +0.00, 0.67        +0.00, 0.98       +0.02
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin16_Wjets         +0.00, 0.57        +0.00, 0.84       +0.06
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin17_TT         +0.00, 0.66        -0.00, 0.96       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin18_TT         +0.00, 0.67        +0.00, 0.99       +0.01
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin18_Wjets      ! +0.00, 0.42!        +0.00, 0.63       +0.17
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin18_ggWW         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin19_TT         +0.00, 0.65        -0.00, 0.96       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin19_qqWWqq         +0.00, 0.68        -0.00, 0.99       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin1_TT         +0.00, 0.66        -0.00, 0.97       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin20_TT         +0.00, 0.67        +0.00, 0.99       +0.01
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin20_Wjets      ! +0.00, 0.45!        +0.00, 0.70       +0.11
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin21_TT         +0.00, 0.65        +0.00, 0.96       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin22_TT         +0.00, 0.65        +0.00, 0.95       +0.01
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin23_TT         +0.00, 0.67        +0.00, 0.99       +0.01
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin23_Wjets         +0.00, 0.53        +0.00, 0.81       +0.05
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin24_TT         +0.00, 0.66        -0.00, 0.97       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin25_MultiV         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin25_TT         +0.00, 0.65        +0.00, 0.96       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin25_qqWWqq         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin26_TT         +0.00, 0.65        +0.00, 0.95       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin27_TT         +0.00, 0.65        +0.00, 0.96       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin27_qqWWqq         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin28_TT         +0.00, 0.65        -0.00, 0.95       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin28_qqWWqq         +0.00, 0.68        -0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin29_TT         +0.00, 0.66        -0.00, 0.96       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin2_TT         +0.00, 0.65        -0.00, 0.96       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin30_TT         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin30_Wjets      ! +0.00, 0.42!        +0.00, 0.63       +0.16
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin30_ggWW         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin30_qqWWqq         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin31_TT         +0.00, 0.65        +0.00, 0.96       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin32_TT         +0.00, 0.65        +0.00, 0.96       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin33_TT         +0.00, 0.67        +0.00, 0.99       +0.01
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin33_Wjets      ! +0.00, 0.44!        +0.00, 0.67       +0.15
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin33_qqWWqq         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin34_TT         +0.00, 0.66        +0.00, 0.97       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin35_TT         +0.00, 0.66        +0.00, 0.96       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin35_qqWWqq         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin36_TT         +0.00, 0.65        -0.00, 0.95       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin37_TT         +0.00, 0.66        +0.00, 0.96       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin37_qqWWqq         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin38_TT         +0.00, 0.66        +0.00, 0.96       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin38_ggWW         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin38_qqWWqq         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin39_MultiV         +0.00, 0.68        -0.00, 0.99       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin39_TT         +0.00, 0.66        -0.00, 0.97       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin39_Wjets         +0.00, 0.52        -0.00, 0.78       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin39_ggWW         +0.00, 0.68        -0.00, 0.99       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin39_qqWWqq         +0.00, 0.68        -0.00, 0.99       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin3_TT         +0.00, 0.66        +0.00, 0.96       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin3_qqWWqq         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin4_TT         +0.00, 0.66        -0.00, 0.96       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin4_WmHWWlnuqq_M125         +0.00, 0.68        -0.00, 0.99       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin4_qqWWqq         +0.00, 0.68        -0.00, 0.99       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin5_TT         +0.00, 0.66        -0.00, 0.97       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin6_TT         +0.00, 0.65        +0.00, 0.95       +0.01
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin7_TT         +0.00, 0.66        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin7_Wjets      ! +0.00, 0.22!     ! +0.00, 0.33!       +0.02
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin8_TT         +0.00, 0.65        -0.00, 0.96       -0.01
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin9_TT         +0.00, 0.66        -0.00, 0.99       -0.00
prop_bin__BoostedVBF_SB_NoMEKDCut_2016_bin9_Wjets      ! +0.00, 0.23!     ! -0.00, 0.35!       -0.00
prop_bin__BoostedVBF_SR_NoMEKDCut_2016_bin0      ! +0.00, 0.43!        -0.00, 0.95       -0.21
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin0      ! +0.00, 0.46!        +0.00, 0.70       +0.13
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin1         +0.00, 0.61        -0.00, 0.90       -0.01
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin10         +0.00, 0.58        -0.00, 0.86       -0.03
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin11         +0.00, 0.60        -0.00, 0.89       -0.01
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin12         +0.00, 0.54        -0.00, 0.81       -0.01
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin13         +0.00, 0.61        -0.00, 0.90       -0.04
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin14         +0.00, 0.62        -0.00, 0.93       -0.01
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin15         +0.00, 0.58        +0.00, 0.87       +0.01
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin16         +0.00, 0.57        +0.00, 0.86       +0.04
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin17         +0.00, 0.59        +0.00, 0.87       +0.01
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin18         +0.00, 0.58        -0.00, 0.87       -0.01
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin19         +0.00, 0.61        -0.00, 0.91       -0.02
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin2         +0.00, 0.58        -0.00, 0.86       +0.01
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin20         +0.00, 0.57        +0.00, 0.85       +0.01
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin21         +0.00, 0.53        +0.00, 0.79       +0.06
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin22         +0.00, 0.55        +0.00, 0.82       +0.06
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin23         +0.00, 0.58        -0.00, 0.86       -0.03
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin24         +0.00, 0.61        +0.00, 0.90       +0.01
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin25         +0.00, 0.59        +0.00, 0.86       +0.01
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin26         +0.00, 0.60        -0.00, 0.89       -0.02
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin27         +0.00, 0.54        +0.00, 0.79       +0.08
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin28         +0.00, 0.63        -0.00, 0.92       -0.01
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin29         +0.00, 0.55        +0.00, 0.82       +0.04
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin3         +0.00, 0.58        +0.00, 0.86       +0.03
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin30         +0.00, 0.54        +0.00, 0.80       -0.00
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin31         +0.00, 0.56        -0.00, 0.82       -0.03
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin32         +0.00, 0.56        +0.00, 0.83       +0.03
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin33         +0.00, 0.55        -0.00, 0.81       -0.01
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin34         +0.00, 0.65        -0.00, 0.96       -0.01
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin35         +0.00, 0.66        -0.00, 0.96       -0.01
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin36_MultiV         +0.00, 0.68        -0.00, 0.99       -0.00
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin36_TT         +0.00, 0.66        -0.00, 0.98       -0.00
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin36_qqWWqq         +0.00, 0.68        -0.00, 0.99       -0.00
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin36_tW         +0.00, 0.57        -0.00, 0.85       -0.01
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin37         +0.00, 0.65        -0.00, 0.96       -0.01
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin38_SingleTop         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin38_TT         +0.00, 0.67        +0.00, 0.99       +0.01
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin38_Wjets         +0.00, 0.57        +0.00, 0.87       +0.05
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin38_qqWWqq         +0.00, 0.68        +0.00, 0.99       +0.00
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin38_tW         +0.00, 0.57        +0.00, 0.88       +0.04
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin39      ! +0.00, 0.45!        +0.00, 0.68       +0.14
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin4         +0.00, 0.54        +0.00, 0.80       +0.08
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin5         +0.00, 0.60        -0.00, 0.89       -0.04
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin6         +0.00, 0.63        -0.00, 0.94       -0.03
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin7      ! +0.00, 0.50!        +0.00, 0.75       +0.10
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin8         +0.00, 0.52        +0.00, 0.78       +0.11
prop_bin__BoostedVBF_TOP_NoMEKDCut_2016_bin9         +0.00, 0.56        +0.00, 0.83       +0.03
prop_bin___ResolvedGGF__SB_MEKDTAG_M400_C0.01_2016_bin10      ! +0.00, 0.23!        +0.00, 0.53       +0.24
prop_bin___ResolvedGGF__SB_MEKDTAG_M400_C0.01_2016_bin11      ! +0.00, 0.22!     ! +0.00, 0.45!       +0.21
prop_bin___ResolvedGGF__SB_MEKDTAG_M400_C0.01_2016_bin12      ! +0.00, 0.24!     ! +0.00, 0.48!       +0.20
prop_bin___ResolvedGGF__SB_MEKDTAG_M400_C0.01_2016_bin13      ! +0.00, 0.26!     ! +0.00, 0.42!       +0.18
prop_bin___ResolvedGGF__SB_MEKDTAG_M400_C0.01_2016_bin14      ! +0.00, 0.22!     ! +0.00, 0.42!       +0.09
prop_bin___ResolvedGGF__SB_MEKDTAG_M400_C0.01_2016_bin15      ! +0.00, 0.22!     ! +0.00, 0.39!       +0.11
prop_bin___ResolvedGGF__SB_MEKDTAG_M400_C0.01_2016_bin16      ! +0.00, 0.22!     ! +0.00, 0.38!       +0.13
prop_bin___ResolvedGGF__SB_MEKDTAG_M400_C0.01_2016_bin17      ! +0.00, 0.21!     ! +0.00, 0.37!       +0.12
prop_bin___ResolvedGGF__SB_MEKDTAG_M400_C0.01_2016_bin18      ! +0.00, 0.41!     ! +0.00, 0.39!       +0.10
prop_bin___ResolvedGGF__SB_MEKDTAG_M400_C0.01_2016_bin19      ! +0.00, 0.30!     ! +0.00, 0.38!       +0.08
prop_bin___ResolvedGGF__SB_MEKDTAG_M400_C0.01_2016_bin20      ! +0.00, 0.26!     ! +0.00, 0.43!       +0.10
prop_bin___ResolvedGGF__SB_MEKDTAG_M400_C0.01_2016_bin21      ! +0.00, 0.26!     ! +0.00, 0.44!       +0.11
prop_bin___ResolvedGGF__SB_MEKDTAG_M400_C0.01_2016_bin22      ! +0.00, 0.26!     ! +0.00, 0.48!       +0.06
prop_bin___ResolvedGGF__SB_MEKDTAG_M400_C0.01_2016_bin23      ! +0.00, 0.25!     ! +0.00, 0.41!       +0.04
prop_bin___ResolvedGGF__SB_MEKDTAG_M400_C0.01_2016_bin24      ! +0.00, 0.31!     ! +0.00, 0.49!       +0.04
